 Win, FirstBlood, firstTower, firstTowerAssist, Kills, Assists, Deaths, GoldEarned, GoldSpent, TotalDamageDealt, MagicDamageDealt, PhysicalDamageDealt, TotalDamageTaken, MinionsKilled, CrowdControl, WardsPlaced,
0,0,0,0,0.14,0.15,0.14,0.18,0.18,0.16,0.82,0.43,0.19,0.17,0.38,0.5, 
0,0,0,0,0.14,0.24,0.23,0.21,0.21,0.3,0.05,2.34,0.2,0.29,0,0, 
0,0,0,0,0.32,0.15,0.21,0.2,0.2,0.16,1.03,0.28,0.24,0.18,0.18,0.33, 
0,0,0,0,0.23,0.22,0.16,0.17,0.17,0.13,0.77,0.27,0.19,0.08,0.03,0.17, 
1,0,0,0,0.95,0.04,0.42,0.41,0.39,0.68,0.42,2.19,0.32,0.33,0.27,0.2, 
1,0,0,0,0.05,0.15,0.17,0.16,0.18,0.13,0.19,0.33,0.15,0.27,0.44,0, 
1,0,0,0,0,0.19,0.25,0.13,0.15,0.05,0.03,0.17,0.17,0.14,0.02,0.8, 
1,0,0,0,0,0.22,0,0.13,0.13,0.05,0.07,0.13,0.22,0.09,0.16,0, 
1,0,0,0,0,0.41,0.17,0.16,0.15,0.1,0.29,0.12,0.14,0.18,0.11,0, 
0,0,0,0,0.38,0.18,0.23,0.22,0.22,0.26,0.06,2.41,0.17,0.28,0.78,1, 
0,0,0,0,0,0.27,0.26,0.18,0.16,0.16,0,1.43,0.25,0.17,0,0, 
0,0,0,0,0.38,0.27,0.19,0.22,0.25,0.24,1.62,0.59,0.21,0.19,0.17,0, 
0,0,0,0,0,0.18,0.14,0.17,0.16,0.15,0.88,0.52,0.19,0.13,0.06,0, 
0,0,0,0,0.25,0.09,0.19,0.2,0.22,0.19,0.25,1.55,0.18,0.23,0,0, 
0,0,0,0,0.28,0.12,0.28,0.23,0.25,0.31,0.03,0.92,0.19,0.28,0.19,0.05, 
0,0,0,0,0.14,0.35,0.28,0.21,0.2,0.21,0.14,0.48,0.19,0.26,0,0.19, 
0,0,0,0,0.03,0.12,0.17,0.16,0.15,0.09,0.08,0.06,0.17,0.1,0.41,0.29, 
0,0,0,0,0.17,0.19,0.21,0.19,0.18,0.19,0.24,0.27,0.19,0.21,0.32,0.14, 
0,0,0,0,0.38,0.23,0.07,0.22,0.23,0.21,0.5,0.12,0.25,0.15,0.08,0.33, 
1,0,0,0,0.21,0.17,0.24,0.21,0.18,0.2,0.7,0.19,0.2,0.2,0.22,0.07, 
1,0,0,0,0.28,0.21,0.21,0.22,0.22,0.22,0.76,0.23,0.18,0.2,0.03,0.32, 
1,0,0,0,0.07,0.21,0.21,0.18,0.18,0.23,0.86,0.19,0.25,0.22,0.39,0.14, 
1,0,0,0,0.24,0.25,0.17,0.2,0.22,0.23,0.81,0.24,0.23,0.2,0.28,0.25, 
1,0,0,0,0.21,0.17,0.17,0.19,0.21,0.13,0.19,0.39,0.14,0.19,0.08,0.21, 
1,0,0,0,0.62,0.22,0,0.38,0.37,0.68,0.74,0.05,0.16,0.58,0.42,0.2, 
1,0,0,0,0.04,0.19,0.37,0.13,0.14,0.08,0.07,0.03,0.24,0.12,0.01,0.2, 
1,0,0,0,0.15,0.19,0.21,0.16,0.18,0.08,0.07,0.03,0.2,0.09,0.02,0, 
1,0,0,0,0.15,0.26,0.26,0.18,0.17,0.11,0.11,0.02,0.19,0.13,0.22,0.4, 
1,0,0,0,0.05,0.15,0.16,0.15,0.14,0.05,0.01,0.02,0.21,0.09,0.33,0.2, 
0,0,0,0,0.26,0.2,0.15,0.21,0.22,0.17,0.44,0.41,0.18,0.21,0.04,0, 
0,0,0,0,0.32,0.07,0.15,0.23,0.23,0.34,0.05,1.68,0.19,0.41,0.02,0, 
0,0,0,0,0.05,0.2,0.29,0.17,0.18,0.1,0.14,0.11,0.23,0.11,0.21,0, 
0,0,0,0,0.16,0.31,0.2,0.2,0.18,0.15,0.42,0.33,0.21,0.11,0.46,0.5, 
0,0,0,0,0.21,0.22,0.22,0.19,0.19,0.24,1.15,0.08,0.2,0.15,0.27,0.5, 
1,1,0,0,0.7,0.03,0.5,0.3,0.3,0.45,0.18,1.89,0.27,0.35,0.38,0, 
1,0,0,0,0.06,0.22,0.08,0.16,0.16,0.1,0.31,0.14,0.15,0.09,0.24,0, 
1,0,0,0,0.03,0.5,0.25,0.19,0.19,0.13,0.48,0.14,0.24,0.12,0.05,1, 
1,0,0,0,0.12,0.14,0.17,0.2,0.19,0.26,0,1.19,0.16,0.31,0,0, 
1,0,0,0,0.09,0.11,0,0.15,0.16,0.06,0.02,0.27,0.19,0.13,0.33,0, 
0,0,0,0,0.08,0.25,0.12,0.19,0.21,0.22,0.43,1.24,0.14,0.22,0,0.33, 
0,0,0,0,0.25,0.33,0.27,0.22,0.23,0.14,0.64,0.44,0.25,0.15,0.47,0, 
0,0,0,0,0.25,0.08,0.18,0.19,0.2,0.22,0.62,1.08,0.25,0.21,0.01,0, 
0,0,0,0,0.08,0.17,0.21,0.17,0.14,0.13,0.03,1.01,0.18,0.18,0,0.33, 
0,0,0,0,0.33,0.17,0.21,0.22,0.21,0.29,1.09,0.92,0.18,0.25,0.52,0.33, 
1,0,0,1,0.24,0.44,0.25,0.26,0.21,0.15,0.24,0.14,0.16,0.09,0.23,0, 
1,1,1,0,0.59,0.15,0.13,0.29,0.31,0.46,0.41,0.76,0.27,0.38,0.65,0.47, 
1,0,0,0,0.03,0.1,0.38,0.14,0.14,0.14,0.27,0.08,0.2,0.18,0.03,0.05, 
1,0,0,0,0.08,0.15,0.13,0.17,0.19,0.18,0.04,0.43,0.2,0.27,0.02,0.21, 
1,0,0,0,0.05,0.15,0.13,0.14,0.15,0.07,0.03,0.13,0.16,0.08,0.06,0.26, 
0,0,0,0,0.07,0.24,0.3,0.19,0.2,0.23,0.78,0.18,0.22,0.18,0.3,0.75, 
0,0,0,0,0.2,0.24,0.19,0.19,0.17,0.12,0.1,0.42,0.23,0.13,0.17,0, 
0,0,0,0,0.33,0.18,0.08,0.24,0.25,0.3,0.93,0.31,0.25,0.34,0.21,0, 
0,0,0,0,0.27,0.12,0.27,0.2,0.21,0.2,0.6,0.21,0.16,0.17,0.23,0, 
0,0,0,0,0.13,0.24,0.16,0.18,0.17,0.15,0.42,0.2,0.14,0.18,0.09,0.25, 
1,0,0,1,0.14,0.32,0.13,0.18,0.17,0.08,0.2,0.06,0.24,0.05,0.11,0.36, 
1,0,0,0,0.05,0.16,0.25,0.16,0.18,0.2,0.11,0.66,0.25,0.05,0.29,0.16, 
1,0,0,0,0.24,0.11,0.13,0.2,0.18,0.18,0.4,0.38,0.14,0.26,0.45,0.12, 
1,0,1,0,0.19,0.26,0.38,0.21,0.22,0.23,0.02,1,0.15,0.31,0.04,0.16, 
1,1,0,0,0.38,0.16,0.13,0.24,0.24,0.3,0.27,1.06,0.22,0.34,0.11,0.2, 
0,0,0,0,0,0.28,0.29,0.16,0.16,0.18,1.11,0.53,0.27,0.01,0.2,0.22, 
0,0,0,0,0.38,0.11,0.14,0.25,0.25,0.28,0.87,2.48,0.16,0.39,0.04,0.12, 
0,0,0,0,0.13,0.28,0.29,0.16,0.16,0.04,0.39,0.11,0.19,0.01,0.05,0.35, 
0,0,0,0,0.25,0.17,0.24,0.22,0.23,0.26,0,3.02,0.22,0.3,0.44,0.14, 
0,0,0,0,0.25,0.17,0.05,0.21,0.21,0.24,2.27,0.51,0.16,0.29,0.26,0.16, 
1,0,1,0,0.41,0.15,0.12,0.29,0.25,0.44,0.52,0.14,0.22,0.42,0.56,0, 
1,0,0,0,0.1,0.24,0.16,0.17,0.2,0.13,0.01,0.19,0.22,0.13,0,0, 
1,0,0,0,0.1,0.25,0.26,0.17,0.17,0.11,0.14,0.03,0.19,0.12,0.31,0, 
1,0,0,0,0.31,0.16,0.08,0.2,0.2,0.12,0.09,0.1,0.24,0.13,0.05,0, 
1,0,0,0,0.07,0.21,0.38,0.17,0.18,0.19,0.25,0.04,0.13,0.19,0.08,0, 
0,0,0,0,0.18,0.13,0.35,0.19,0.21,0.18,0.08,1.3,0.15,0.2,0.07,0.6, 
0,0,0,0,0.22,0.24,0.1,0.2,0.19,0.26,1.73,0.28,0.34,0.21,0.2,0, 
0,0,0,0,0.28,0.13,0.18,0.22,0.21,0.25,0.05,1.87,0.17,0.25,0.01,0, 
0,0,0,0,0.06,0.22,0.24,0.17,0.2,0.13,0.62,0.37,0.18,0.15,0.01,0.4, 
0,0,0,0,0.26,0.28,0.13,0.22,0.19,0.19,1.19,0.32,0.17,0.19,0.71,0, 
1,1,1,0,0.92,0.04,0,0.41,0.36,0.7,0.32,2.79,0.27,0.58,0.79,0, 
1,0,0,0,0.02,0.24,0.29,0.14,0.16,0.07,0.19,0.14,0.16,0.12,0,0, 
1,0,0,0,0,0.26,0.29,0.14,0.16,0.07,0.23,0.08,0.21,0.07,0.19,0, 
1,0,0,0,0.04,0.28,0.18,0.15,0.15,0.1,0.18,0.25,0.21,0.11,0,0, 
1,0,0,0,0.02,0.17,0.24,0.16,0.18,0.06,0.08,0.19,0.16,0.12,0.01,0, 
0,0,0,0,0.18,0.2,0.19,0.2,0.21,0.3,1.49,0.54,0.15,0.25,0.42,0, 
0,0,0,0,0.18,0.25,0.19,0.18,0.16,0.09,0.32,0.29,0.27,0.08,0.41,0, 
0,0,0,0,0.29,0.18,0.27,0.2,0.21,0.2,1.09,0.29,0.25,0.19,0.14,0, 
0,0,0,0,0.12,0.23,0.17,0.2,0.21,0.11,0.4,0.33,0.18,0.14,0.03,1, 
0,0,0,0,0.24,0.15,0.19,0.22,0.22,0.31,0,2.12,0.15,0.34,0,0, 
1,1,0,1,0.88,0.04,0,0.34,0.35,0.58,0.55,1.3,0.27,0.44,0.12,0.8, 
1,0,0,0,0,0.48,0.25,0.19,0.19,0.08,0.07,0.18,0.23,0.12,0.82,0.2, 
1,0,0,0,0.08,0.16,0.25,0.16,0.16,0.11,0.03,0.31,0.16,0.12,0.02,0, 
1,0,0,0,0.04,0.08,0.25,0.15,0.14,0.12,0.13,0.25,0.15,0.19,0.02,0, 
1,0,0,0,0,0.24,0.25,0.16,0.15,0.12,0.23,0.15,0.19,0.13,0.02,0, 
0,0,0,0,0,0.17,0.29,0.18,0.19,0.17,0.04,1.48,0.17,0.14,0.26,0.67, 
0,0,0,0,0,0.33,0.04,0.18,0.18,0.1,0,0.92,0.17,0.14,0.06,0, 
0,0,0,0,0.5,0.17,0.17,0.25,0.25,0.41,2.64,0.92,0.19,0.36,0.68,0, 
0,0,0,0,0,0.17,0.25,0.18,0.19,0.17,0.06,1.39,0.27,0.15,0,0.33, 
0,0,0,0,0.5,0.17,0.25,0.21,0.2,0.15,0.65,0.65,0.21,0.2,0,0, 
1,1,1,0,0.83,0.03,0.09,0.41,0.35,0.57,0,3.56,0.34,0.4,0.44,0.33, 
1,0,0,0,0.03,0.23,0.35,0.15,0.16,0.11,0.22,0.4,0.17,0.15,0.29,0, 
1,0,0,0,0.01,0.23,0.22,0.12,0.14,0.06,0.22,0.16,0.19,0.08,0,0.5, 
1,0,0,0,0.11,0.26,0.17,0.18,0.18,0.15,0.01,0.91,0.17,0.21,0.01,0, 
1,0,0,0,0.01,0.26,0.17,0.14,0.17,0.12,0.55,0.22,0.13,0.17,0.26,0.17, 
0,0,0,0,0.13,0.19,0.17,0.17,0.17,0.15,0.49,0.21,0.22,0.12,0.02,0.4, 
0,0,0,0,0.04,0.29,0.21,0.19,0.2,0.1,0.25,0.22,0.19,0.17,0.07,0, 
0,0,0,0,0.43,0.19,0.19,0.23,0.23,0.33,1.24,0.27,0.17,0.28,0.71,0.4, 
0,0,0,0,0.22,0.17,0.25,0.2,0.21,0.13,0.41,0.19,0.25,0.13,0.11,0.2, 
0,0,0,0,0.17,0.17,0.18,0.2,0.19,0.29,0.98,0.31,0.17,0.29,0.08,0, 
1,1,0,0,0.47,0.02,0.08,0.33,0.34,0.52,0.55,0.14,0.22,0.51,0.38,0.1, 
1,0,0,0,0.09,0.23,0.15,0.15,0.15,0.08,0.07,0.05,0.21,0.09,0.42,0.21, 
1,0,0,0,0.17,0.16,0.31,0.17,0.15,0.13,0.13,0.04,0.17,0.14,0.01,0.18, 
1,0,0,0,0.11,0.36,0.35,0.19,0.19,0.2,0.22,0.05,0.16,0.17,0.06,0.26, 
1,0,0,0,0.15,0.23,0.12,0.16,0.17,0.07,0.03,0.07,0.24,0.09,0.12,0.26, 
0,0,0,0,0.08,0.43,0.23,0.19,0.15,0.2,1.1,0.22,0.16,0.16,0.28,0.2, 
0,0,0,0,0.31,0.14,0.17,0.23,0.25,0.24,0.17,1.36,0.23,0.26,0,0.06, 
0,0,0,0,0.31,0.29,0.25,0.21,0.21,0.22,1.38,0.08,0.21,0.18,0.51,0.09, 
0,0,0,0,0.08,0.04,0.21,0.16,0.16,0.15,0.77,0.23,0.15,0.17,0,0.23, 
0,0,0,0,0.23,0.11,0.15,0.2,0.23,0.19,0.4,0.89,0.25,0.22,0.21,0.43, 
1,1,0,0,0.94,0.05,0,0.39,0.33,0.65,0.63,0.7,0.2,0.42,0.73,0.79, 
1,0,0,0,0.03,0.21,0.22,0.16,0.15,0.14,0.1,0.21,0.23,0.18,0.03,0, 
1,0,0,0,0,0.16,0.3,0.15,0.17,0.08,0.08,0.1,0.17,0.19,0,0.14, 
1,0,0,0,0,0.26,0.19,0.15,0.17,0.09,0.13,0.07,0.19,0.15,0,0.07, 
1,0,0,0,0.03,0.32,0.3,0.16,0.18,0.05,0.06,0.05,0.22,0.07,0.24,0, 
0,0,0,0,0.11,0.17,0.23,0.17,0.16,0.18,1.01,0.36,0.23,0.17,0.78,0.24, 
0,0,0,0,0.19,0.21,0.19,0.25,0.25,0.35,0.1,2.62,0.15,0.37,0,0.08, 
0,0,0,0,0.27,0.19,0.19,0.19,0.19,0.21,1.32,0.35,0.16,0.17,0.06,0.11, 
0,0,0,0,0.3,0.15,0.23,0.2,0.2,0.13,0.05,0.85,0.24,0.15,0.08,0.18, 
0,0,0,0,0.14,0.28,0.16,0.19,0.19,0.13,0.26,0.74,0.21,0.14,0.07,0.39, 
0,0,0,0,0.51,0.13,0.12,0.27,0.23,0.36,0.28,0.23,0.24,0.15,0.22,0.6, 
0,0,0,0,0.11,0.29,0.21,0.18,0.19,0.18,0.23,0.04,0.26,0.18,0.09,0, 
0,0,0,0,0.13,0.18,0.33,0.18,0.2,0.14,0.13,0.08,0.17,0.23,0,0.2, 
0,0,0,0,0.02,0.16,0.15,0.17,0.19,0.14,0.16,0.05,0.17,0.24,0.07,0, 
0,0,0,0,0.23,0.24,0.18,0.2,0.19,0.17,0.2,0.06,0.15,0.2,0.61,0.2, 
1,0,0,0,0.12,0.21,0.26,0.2,0.2,0.26,1.05,0.19,0.15,0.24,0.16,0.2, 
1,0,0,0,0.09,0.19,0.26,0.17,0.19,0.13,0.44,0.16,0.2,0.15,0.12,0.4, 
1,0,0,0,0.36,0.13,0.15,0.21,0.22,0.21,0.36,0.62,0.27,0.19,0.07,0.2, 
1,0,0,0,0.27,0.13,0.28,0.2,0.19,0.2,0.76,0.19,0.15,0.18,0.17,0, 
1,0,0,0,0.15,0.34,0.06,0.22,0.2,0.21,0.73,0.27,0.23,0.24,0.49,0.2, 
1,1,0,0,0.64,0.07,0.2,0.29,0.28,0.29,0.19,0.58,0.2,0.28,0.22,0.5, 
1,0,0,0,0.36,0.24,0.4,0.28,0.28,0.5,0.54,0.86,0.22,0.38,0.73,0.5, 
1,0,0,0,0,0.26,0,0.16,0.16,0.07,0.05,0.16,0.18,0.18,0,0, 
1,0,0,0,0,0.21,0.4,0.14,0.15,0.09,0.15,0.09,0.22,0.1,0.04,0, 
1,0,0,0,0,0.21,0,0.13,0.13,0.05,0.06,0.08,0.17,0.07,0.01,0, 
0,0,0,0,0.6,0.29,0.18,0.25,0.27,0.3,0,2.73,0.2,0.26,0,0, 
0,0,0,0,0.2,0.14,0.27,0.19,0.17,0.16,0.13,1.29,0.19,0.19,0.12,0.67, 
0,0,0,0,0.2,0,0.16,0.21,0.2,0.26,1.34,0.78,0.18,0.25,0.66,0.33, 
0,0,0,0,0,0.29,0.16,0.17,0.19,0.16,0.91,0.53,0.2,0.13,0.14,0, 
0,0,0,0,0,0.29,0.23,0.17,0.17,0.12,0.12,0.98,0.23,0.16,0.08,0, 
1,1,0,0,0.92,0.07,0.3,0.41,0.42,0.66,0.29,2.34,0.29,0.51,0.2,0.29, 
1,0,0,0,0.02,0.45,0.1,0.17,0.16,0.08,0.18,0.1,0.2,0.13,0.76,0.14, 
1,0,0,0,0,0.05,0.1,0.12,0.13,0.08,0.12,0.2,0.18,0.1,0.01,0.07, 
1,0,0,0,0.03,0.12,0.1,0.16,0.16,0.11,0.29,0.18,0.16,0.16,0.03,0.5, 
1,0,0,0,0.03,0.31,0.4,0.14,0.13,0.07,0.12,0.17,0.17,0.09,0,0, 
0,0,0,0,0.1,0.26,0.31,0.19,0.2,0.22,0.03,1.59,0.22,0.19,0.01,0.05, 
0,0,0,0,0.1,0.11,0.16,0.17,0.16,0.14,0.71,0.32,0.23,0.16,0.1,0, 
0,0,0,0,0.2,0.11,0.18,0.21,0.21,0.28,0.87,0.97,0.19,0.29,0.76,0, 
0,0,0,0,0.3,0.32,0.24,0.22,0.21,0.24,1.3,0.32,0.18,0.2,0.07,0.1, 
0,0,0,0,0.3,0.21,0.11,0.22,0.21,0.13,0.52,0.43,0.18,0.16,0.06,0.85, 
1,0,1,0,0.91,0,0.29,0.41,0.4,0.63,0.4,4.4,0.42,0.47,0.94,0.78, 
1,0,0,0,0,0.14,0.29,0.14,0.13,0.08,0.26,0.36,0.11,0.13,0,0, 
1,0,0,0,0.02,0.43,0.14,0.16,0.19,0.11,0.28,0.6,0.15,0.19,0.02,0.11, 
1,0,0,0,0,0.21,0.14,0.14,0.11,0.09,0.01,0.67,0.16,0.12,0,0, 
1,0,0,0,0.07,0.21,0.14,0.15,0.17,0.09,0.04,0.67,0.16,0.1,0.04,0.11, 
0,0,0,0,0.71,0.11,0.15,0.25,0.25,0.31,1.22,0.65,0.19,0.29,0.04,0.33, 
0,0,0,0,0,0.26,0.17,0.17,0.18,0.13,0.42,0.35,0.26,0.11,0.15,0, 
0,0,0,0,0.14,0.16,0.24,0.21,0.21,0.16,0.04,0.91,0.19,0.29,0.2,0, 
0,0,0,0,0,0.26,0.2,0.18,0.18,0.23,1.01,0.38,0.17,0.17,0,0.5, 
0,0,0,0,0.14,0.21,0.24,0.19,0.18,0.17,0.39,0.26,0.19,0.15,0.61,0.17, 
1,1,1,0,0.92,0.07,0.21,0.43,0.4,0.65,0.73,0.8,0.32,0.46,0.69,0, 
1,0,0,0,0,0.12,0.32,0.12,0.12,0.1,0.17,0.06,0.19,0.12,0.12,0, 
1,0,0,0,0,0.24,0.05,0.14,0.16,0.13,0,0.3,0.13,0.23,0,0, 
1,0,0,0,0.05,0.29,0.21,0.15,0.16,0.08,0.05,0.14,0.17,0.11,0,0, 
1,0,0,0,0.03,0.29,0.21,0.15,0.16,0.05,0.05,0.05,0.19,0.07,0.19,1, 
0,0,0,0,0.29,0.23,0.2,0.24,0.24,0.24,0.12,1.77,0.2,0.26,0.29,0.5, 
0,0,0,0,0.18,0.15,0.12,0.18,0.19,0.19,1.11,0.43,0.23,0.16,0.12,0, 
0,0,0,0,0.12,0.21,0.29,0.19,0.2,0.15,0.19,0.98,0.24,0.22,0.09,0.5, 
0,0,0,0,0.12,0.23,0.15,0.19,0.16,0.16,0.85,0.43,0.15,0.16,0,0, 
0,0,0,0,0.29,0.18,0.24,0.2,0.21,0.26,1.62,0.42,0.18,0.19,0.49,0, 
1,0,0,0,0.52,0.42,0.16,0.3,0.15,0.35,0.68,0.29,0.13,0.23,0.27,0.89, 
1,1,0,0,0.34,0.17,0.14,0.24,0.44,0.31,0.19,0.64,0.31,0.23,0.59,0, 
1,0,0,0,0.01,0.14,0.23,0.14,0.13,0.1,0.13,0.13,0.2,0.17,0,0.11, 
1,0,0,0,0.08,0.14,0.21,0.16,0.14,0.14,0,0.39,0.18,0.2,0.01,0, 
1,0,0,0,0.04,0.14,0.26,0.15,0.14,0.1,0,0.24,0.17,0.17,0.12,0, 
0,0,0,0,0.21,0.19,0.26,0.18,0.2,0.15,0.67,2.59,0.24,0.15,0,0.27, 
0,0,0,0,0.24,0.25,0.17,0.21,0.21,0.21,1.37,3.21,0.19,0.2,0,0.18, 
0,0,0,0,0.31,0.16,0.16,0.24,0.2,0.27,0.36,5.65,0.21,0.26,0.67,0.09, 
0,0,0,0,0.1,0.22,0.24,0.18,0.19,0.16,0.95,2.56,0.19,0.18,0.23,0.36, 
0,0,0,0,0.14,0.19,0.18,0.19,0.2,0.21,0.15,4.37,0.18,0.21,0.1,0.09, 
1,1,1,0,0.67,0.2,0.29,0.35,0.34,0.64,0.46,2.27,0.25,0.45,0.24,1, 
1,0,0,0,0.19,0.24,0.17,0.19,0.21,0.11,0.13,0.35,0.25,0.19,0.49,0, 
1,0,0,0,0.05,0.18,0.29,0.14,0.14,0.05,0.01,0.19,0.21,0.09,0.05,0, 
1,0,0,0,0,0.29,0.14,0.16,0.15,0.08,0.2,0.13,0.18,0.08,0.21,0, 
1,0,0,0,0.1,0.09,0.11,0.15,0.16,0.12,0.19,0.32,0.11,0.2,0.02,0, 
0,0,0,0,0.18,0.23,0.19,0.2,0.2,0.21,0.68,0.21,0.17,0.21,0.13,0.25, 
0,0,0,0,0.03,0.19,0.14,0.16,0.13,0.2,0.64,0.2,0.2,0.21,0.08,0.5, 
0,0,0,0,0.32,0.19,0.33,0.21,0.2,0.24,0.87,0.16,0.21,0.17,0.62,0.25, 
0,0,0,0,0.24,0.19,0.19,0.2,0.22,0.13,0,0.56,0.22,0.18,0.12,0, 
0,0,0,0,0.24,0.2,0.14,0.22,0.25,0.23,0.76,0.23,0.2,0.22,0.05,0, 
1,1,0,0,0.33,0.07,0.17,0.23,0.23,0.3,0,0.57,0.29,0.26,0.19,0.06, 
1,0,0,1,0.36,0.03,0.67,0.24,0.25,0.33,0.52,0.11,0.25,0.29,0.56,0, 
1,0,0,0,0.08,0.31,0,0.18,0.18,0.18,0.22,0.12,0.12,0.24,0.19,0.25, 
1,0,0,0,0.17,0.34,0,0.2,0.18,0.12,0.17,0.07,0.17,0.15,0.02,0.31, 
1,0,0,0,0.06,0.24,0.17,0.15,0.16,0.07,0.09,0.04,0.18,0.07,0.03,0.38, 
0,0,0,0,0,0.6,0.19,0.19,0.17,0.12,0.06,0.83,0.22,0.15,0.08,0.25, 
0,0,0,0,0.17,0,0.19,0.18,0.19,0.2,0.96,0.54,0.2,0.16,0.52,0.13, 
0,0,0,0,0,0.2,0.19,0.2,0.23,0.22,0.24,1.76,0.18,0.32,0.27,0.13, 
0,0,0,0,0,0.2,0.17,0.17,0.2,0.19,0.14,1.63,0.21,0.18,0.03,0.25, 
0,0,0,0,0.83,0,0.25,0.26,0.21,0.27,1.95,0.47,0.19,0.19,0.09,0.25, 
1,0,1,0,0.94,0.05,0.18,0.41,0.4,0.64,0,7.94,0.47,0.44,0.82,0.75, 
1,0,0,0,0,0.21,0.36,0.15,0.15,0.05,0.24,0.44,0.18,0.09,0.11,0, 
1,0,0,0,0.04,0.21,0.09,0.16,0.16,0.12,0,1.47,0.1,0.2,0,0.13, 
1,0,0,0,0,0.21,0.18,0.14,0.15,0.11,0.21,1.13,0.13,0.17,0,0.13, 
1,0,0,0,0.02,0.32,0.18,0.14,0.14,0.08,0.54,0.48,0.12,0.1,0.07,0, 
0,0,0,0,0.11,0.32,0.15,0.22,0.23,0.18,0.56,0.75,0.19,0.19,0.08,0, 
0,0,0,0,0.33,0.11,0.19,0.2,0.2,0.17,0.39,0.88,0.23,0.15,0.05,0, 
0,0,0,0,0.11,0.21,0.23,0.18,0.18,0.18,0.52,0.77,0.21,0.16,0.28,0, 
0,0,0,0,0.44,0.21,0.19,0.23,0.24,0.32,0.1,2.22,0.19,0.27,0.57,0, 
0,0,0,0,0,0.16,0.25,0.17,0.15,0.16,0.4,0.75,0.18,0.22,0.01,0, 
1,0,0,0,0.03,0.29,0.14,0.17,0.15,0.19,0.31,0.18,0.17,0.05,0.17,0.17, 
1,0,0,0,0.03,0.24,0.14,0.16,0.15,0.06,0.16,0.05,0.19,0.03,0.06,0.46, 
1,0,0,0,0.32,0.14,0.29,0.22,0.26,0.24,0.02,0.78,0.25,0.37,0.02,0.14, 
1,0,1,0,0.19,0.17,0.29,0.18,0.16,0.18,0.5,0.1,0.2,0.24,0.71,0.17, 
1,0,0,0,0.42,0.17,0.14,0.27,0.27,0.32,0,1.03,0.19,0.31,0.04,0.06, 
0,1,0,0,0.5,0.06,0.16,0.25,0.27,0.25,2.33,0.66,0.21,0.32,0.2,0.11, 
0,0,0,0,0.21,0.41,0.28,0.2,0.2,0.26,0,2.74,0.28,0.07,0.24,0.35, 
0,0,0,0,0.14,0.06,0.06,0.22,0.23,0.28,0.09,3.33,0.11,0.43,0.1,0.08, 
0,0,0,0,0.07,0.24,0.16,0.16,0.16,0.15,1.16,0.68,0.15,0.14,0.41,0.19, 
0,0,0,0,0.07,0.24,0.34,0.16,0.13,0.05,0.51,0.12,0.25,0.03,0.04,0.27, 
1,1,0,0,0.66,0.18,0.04,0.36,0.39,0.62,0,5.14,0.18,0.56,0.09,0.33, 
1,0,0,0,0.13,0.24,0.46,0.19,0.17,0.14,0.07,1.08,0.17,0.18,0.32,0.07, 
1,0,0,0,0.06,0.2,0.17,0.15,0.16,0.06,0.04,0.49,0.24,0.09,0.55,0.27, 
1,0,0,0,0.09,0.22,0.29,0.16,0.14,0.11,0.72,0.22,0.19,0.09,0.01,0, 
1,0,0,0,0.06,0.16,0.04,0.14,0.16,0.07,0.17,0.38,0.22,0.09,0.03,0.33, 
0,0,0,0,0.42,0.28,0.15,0.28,0.25,0.37,2.11,0.26,0.16,0.39,0.26,0.17, 
0,0,0,0,0.04,0.06,0.13,0.15,0.17,0.16,0.24,0.76,0.18,0.16,0,0.17, 
0,0,0,0,0.13,0.17,0.32,0.19,0.18,0.24,1.16,0.24,0.21,0.18,0.1,0, 
0,0,0,0,0.33,0.25,0.17,0.21,0.21,0.09,0.1,0.48,0.26,0.1,0.18,0.33, 
0,0,0,0,0.08,0.25,0.23,0.18,0.19,0.14,0.41,0.43,0.18,0.16,0.46,0.33, 
0,0,0,0,0.11,0.24,0.2,0.2,0.23,0.15,0.1,0.16,0.27,0.18,0.31,0.3, 
0,0,0,0,0.11,0.29,0.17,0.18,0.18,0.13,0.01,0.23,0.2,0.16,0.11,0.16, 
0,0,0,0,0.37,0.1,0.15,0.21,0.2,0.21,0.35,0.04,0.21,0.19,0.13,0.19, 
0,0,0,0,0.11,0.18,0.27,0.18,0.18,0.22,0.07,0.32,0.17,0.24,0,0.14, 
0,0,0,0,0.31,0.19,0.22,0.22,0.21,0.28,0.47,0.05,0.16,0.22,0.45,0.22, 
1,0,0,0,0.05,0.25,0.2,0.18,0.13,0.18,0.95,0.22,0.21,0.17,0.2,0.03, 
1,0,0,0,0.37,0.2,0.17,0.25,0.29,0.32,0.13,1.94,0.17,0.3,0,0.16, 
1,0,0,0,0.15,0.18,0.17,0.19,0.2,0.15,0.21,0.73,0.2,0.2,0.23,0.28, 
1,0,0,0,0.37,0.13,0.25,0.21,0.22,0.22,1.28,0.15,0.19,0.19,0.27,0.25, 
1,0,0,0,0.07,0.24,0.22,0.17,0.17,0.13,0.29,0.56,0.24,0.14,0.3,0.28, 
1,1,1,0,0.9,0.11,0.05,0.44,0.38,0.73,0.04,4.46,0.24,0.58,0.26,0, 
1,0,0,0,0.06,0.27,0.11,0.15,0.17,0.11,0.5,0.15,0.14,0.13,0.66,1, 
